State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from Other manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from Other manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Other 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Other 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Other 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop,People 12+ with at least One Dose by State of Residence,Percent of 12+ Pop with at least One Dose by State of Residence,People 12+ Fully Vaccinated by State of Residence,Percent of 12+ Pop Fully Vaccinated by State of Residence,People 12+ Fully Vaccinated_Moderna_Resident,People 12+ Fully Vaccinated_Pfizer_Resident,People 12+ Fully Vaccinated_Janssen_Resident,People 12+ Fully Vaccinated_Other 2-dose Manuf_Resident,12+ Doses Administered by State where Administered,Doses Administered per 100k of 12+ pop by State where Administered,Doses Delivered per 100k of 12+ pop,People 5+ with at least One Dose by State of Residence,Percent of 5+ Pop with at least One Dose by State of Residence,People 5+ Fully Vaccinated by State of Residence,Percent of 5+ Pop Fully Vaccinated by State of Residence,People 5+ Fully Vaccinated_Moderna_Resident,People 5+ Fully Vaccinated_Pfizer_Resident,People 5+ Fully Vaccinated_Janssen_Resident,People 5+ Fully Vaccinated_Other 2-dose Manuf_Resident,5+ Doses Administered by State where Administered,Doses Administered per 100k of 5+ pop  by State where Administered,Doses Delivered per 100k of 5+ pop,People who have received a booster dose,Percent of fully vaccinated people with booster doses,People 12+ who have received a booster dose,Percent of fully vaccinated people 12+ with booster doses,People 18+ who have received a booster dose,Percent of fully vaccinated people 18+ with booster doses,People 65+ who have received a booster dose,Percent of fully vaccinated people 65+ with booster doses,People with Moderna booster dose,People with Pfizer booster dose,People with Janssen booster dose,People with booster dose of an Other manufacturer,Total Count People w/Booster Primary Pfizer Minus TX,Total Count People w/Booster Primary Moderna Minus TX,Total Count People w/Booster Primary J&J Minus TX,Total Count People w/Booster Primary Other Minus TX,Total Count People w/Booster Booster Pfizer Minus TX,Total Count People w/Booster Booster Moderna Minus TX,Total Count People w/Booster Booster J&J Minus TX,Total Count People w/Booster Booster Other Minus TX,Count People Primary Pfizer Booster Pfizer,Count People Primary Pfizer Booster Moderna,Count People Primary Pfizer Booster J&J,Count People Primary Pfizer Booster Uknown,Count People Primary Moderna Booster Pfizer,Count People Primary Moderna Booster Moderna,Count People Primary Moderna Booster J&J,Count People Primary Moderna Booster Uknown,Count People Primary J&J Booster Pfizer,Count People Primary J&J Booster Moderna,Count People Primary J&J Booster J&J,Count People Primary J&J Booster Other,Count People Primary Other Booster Pfizer,Count People Primary Other Booster Moderna,Count People Primary Other Booster J&J,Count People Primary Other Booster Other,Percent People Primary Pfizer Booster Pfizer,Percent People Primary Pfizer Booster Moderna,Percent People Primary Pfizer Booster J&J,Percent People Primary Pfizer Booster Other,Percent People Primary Moderna Booster Pfizer,Percent People Primary Moderna Booster Moderna,Percent People Primary Moderna Booster J&J,Percent People Primary Moderna Booster Other,Percent People Primary J&J Booster Pfizer,Percent People Primary J&J Booster Moderna,Percent People Primary J&J Booster J&J,Percent People Primary J&J Booster Other,Percent People Primary Other Booster Pfizer,Percent People Primary Other Booster Moderna,Percent People Primary Other Booster J&J,Percent People Primary Other Booster Uknown
Oklahoma,6772510,171154,225395,5624642,142145,5187939,172659,2744473,69.4,2506877,83.4,2188502,55.3,2003522,66.7,3683150,2768060,321300,0,149192,2280033,3194082,1335,833844,1213701,140718,239,833556,1029137,140625,204,N/A,69.4,N/A,83.4,52.5,1894217,63,2744473,671339,95,541340,85.2,274632,246088,20568,52,1528462,240653,1066320,2676133,80.5,2141555,64.4,833820,1166801,140700,234,5508985,165673,203671,2744212,74.1,2188453,59.1,833826,1213685,140703,239,5624343,151950,182970,775111,35.4,775080,36.2,760613,38,328202,60.6,358291,405878,10906,36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oregon,9313345,220814,277913,7307121,173247,6655210,198593,3218803,76.3,2889801,86.2,2867972,68,2594737,77.4,5385425,3470120,457800,0,269719,2728257,4294799,14346,987259,1632010,243795,4908,984342,1362779,242959,4657,N/A,76.3,N/A,86.2,64.2,2434932,72.7,3218803,747500,95,687870,89.8,310704,323576,52303,1287,1895195,247389,1215710,3093459,84.8,2776430,76.1,987255,1540486,243792,4897,7087895,194308,255316,3218209,80.7,2867904,71.9,987258,1631945,243794,4907,7306464,183123,233421,1411657,49.2,1411547,50.8,1366018,52.6,501834,73,606242,783019,21971,425,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pennsylvania,27993655,218666,275328,21680510,169353,19876991,195498,10537949,82.3,9590790,94.3,8449787,66,7704675,75.8,16026395,10471660,1495600,0,756579,8398193,12524387,1351,3052281,4689808,707067,631,3049978,3947588,706526,583,N/A,82.3,N/A,94.3,61.9,7177758,70.6,10537949,2668693,95,2198490,91.9,1033776,1075205,89224,285,6134962,256332,1169640,10196628,92,8197590,74,3052075,4437903,706983,629,21076834,190198,252615,10536021,87,8449279,69.8,3052163,4689472,707014,630,21678119,179098,231275,3385480,40.1,3385112,41.3,3293415,42.7,1346324,61.2,1495563,1833866,56001,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Puerto Rico,7165370,224360,273387,6603216,206758,5878951,224305,2990573,93.6,2621317,95,2549160,79.8,2252922,86,4446430,2505640,213300,0,149831,2561527,3891269,589,940652,1469571,138807,130,940214,1173996,138629,83,N/A,93.6,N/A,95,77.3,2171599,82.9,2990573,697022,95,593763,87.4,294580,275578,23587,18,1628575,239618,1054260,2843155,95,2445847,85.9,940579,1366391,138755,122,6350746,222967,251567,2989703,95,2548953,82.9,940596,1469464,138763,130,6602175,214620,232928,1151264,45.2,1151095,47.1,1094587,48.6,348291,58.7,474793,666824,9635,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Republic of Palau,43990,204301,265272,44988,208936,40015,241301,19975,92.8,17290,95,17261,80.2,15344,92.5,11690,28500,3800,0,2346,35247,7343,52,12416,2469,2351,25,12416,552,2351,25,N/A,92.8,N/A,95,75,14242,85.9,19975,1845,92.6,1766,88.7,1506,31,227,2,4737,237801,2208330,18779,95,16651,89.3,12416,1859,2351,25,43185,231617,235935,19973,95,17260,84.7,12416,2468,2351,25,44985,220807,215923,10406,60.3,10406,62.5,10026,65.3,1414,80.1,9907,499,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rhode Island,2442065,230522,285666,2094562,197719,1906910,223065,1005477,94.9,899181,95,840314,79.3,751291,87.9,1439325,915640,87100,0,64177,799001,1229889,1495,284361,495833,59757,363,284236,406964,59730,361,N/A,94.9,N/A,95,76.3,719033,84.1,1005477,214238,95,184717,95,82812,95024,6749,132,523312,279777,1305600,964350,95,807644,87.1,284349,463177,59756,362,2032181,219105,263298,1005368,95,840303,83.6,284357,495828,59756,362,2094457,208437,243030,420563,50,420476,52.1,407420,54.2,138799,75.1,183025,232745,4765,28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Carolina,9667255,187761,239435,7107934,138053,6606066,163616,3390414,65.8,3113792,77.1,2835741,55.1,2618442,64.9,5310935,3907820,448500,0,224338,2783639,4097866,2091,1025124,1606631,203620,366,1023015,1392051,203019,357,N/A,65.8,N/A,77.1,52.2,2473471,61.3,3390414,945051,95,805225,85.9,344715,429196,31104,210,2212072,236074,1031700,3305337,74.8,2777815,62.8,1024982,1548893,203576,364,6967831,157644,218717,3388979,69.8,2835165,58.4,1025049,1606174,203578,364,7105892,146325,199068,1052841,37.1,1052761,37.9,1034053,39.5,483194,60,453244,578290,20830,477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Dakota,1721945,194645,257947,1332279,150598,1212635,181652,655643,74.1,589770,88.3,522776,59.1,473421,70.9,950765,683180,88000,0,40000,522340,769806,133,192852,291752,38138,34,192782,242498,38107,34,N/A,74.1,N/A,88.3,55.8,444312,66.6,655643,172754,95,140149,92.3,69745,65416,4967,21,384486,253166,1133820,632268,85.7,506003,68.6,192850,274986,38133,34,1291810,175018,233294,655596,79.6,522766,63.5,192850,291748,38134,34,1332228,161778,209103,204476,39.1,204452,40.4,200406,42.3,87264,62.3,93184,108807,2477,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tennessee,11861070,173682,222989,9379457,137344,8766001,164802,4150458,60.8,3826832,71.9,3611756,52.9,3350650,63,6931090,4428880,501100,0,256260,3591846,5480327,51024,1290700,2079131,230809,11116,1290096,1819080,230514,10960,N/A,60.8,N/A,71.9,50.5,3189394,60,4150458,1045030,91.4,953587,83.4,473497,438693,35581,5816,2745354,240106,1037360,4053343,69.5,3540265,60.7,1290652,2007795,230756,11062,9209115,157810,203255,4149802,64.6,3611625,56.3,1290683,2079057,230771,11114,9378655,146072,184735,1472690,40.8,1472494,41.6,1448865,43.2,619709,65,627066,822468,20268,2888,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Texas,57024495,196664,264050,43335871,149455,38655419,178993,20279651,69.9,17780845,82.3,17131067,59.1,15264893,70.7,34237715,20197680,2589100,0,1494300,16047996,25789488,4087,5974510,9842857,1312892,808,5969841,7983119,1311179,754,N/A,69.9,N/A,82.3,55.7,14292517,66.2,20279651,3602581,95,3193988,85.5,1518021,1499166,176504,297,8851357,237033,1527080,19486892,80.9,16631508,69,5973762,9344494,1312471,781,41983838,174199,236605,20274622,75.1,17129783,63.4,5973998,9842347,1312631,807,43329623,160450,211163,5922679,34.6,5922367,35.6,5756830,37.7,1889416,59.2,2621625,3210131,90738,185,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Utah,5846850,182375,257030,4840598,150988,4236202,186225,2246418,70.1,1924896,84.6,1953756,60.9,1699106,74.7,3616990,1990360,239500,0,175645,1709692,2954957,304,644743,1144863,164137,13,644278,890882,163933,13,N/A,70.1,N/A,84.6,57.5,1588159,69.8,2246418,371804,95,333640,91.2,143229,173796,16612,3,931427,254577,1598060,2131898,82.2,1877305,72.4,644680,1068518,164094,13,4648595,179326,225551,2245930,75.9,1953659,66,644721,1144817,164108,13,4840026,163616,197652,750097,38.4,749957,39.9,725271,42.7,224364,67.2,296070,444048,9975,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Virginia,18268085,214024,273693,15351105,179850,13779291,206442,7115508,83.4,6302588,94.4,6038884,70.8,5360815,80.3,11169485,6329900,768700,0,487162,5481297,9373994,8652,1974497,3613590,447543,3254,1968684,2944078,445166,2887,N/A,83.4,N/A,94.4,67.4,5079673,76.1,7115508,1437043,95,1235196,90.9,574238,587450,72561,947,3498440,257445,1344320,6809446,93.2,5804764,79.4,1974250,3380744,446638,3132,14801990,202573,250009,7113095,88.6,6038279,75.2,1974361,3613227,447439,3252,15348151,191134,227497,2620538,43.4,2619641,45.1,2531619,47.2,866629,70.2,1113192,1465795,41015,536,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Veterans Health,7739820,N/A,N/A,7154944,N/A,7151482,N/A,3390148,N/A,3388159,N/A,2924778,N/A,2923324,N/A,3353940,3761080,624800,0,253307,3686840,3214514,283,1433757,1258564,232445,12,1433696,1257212,232404,12,N/A,N/A,N/A,N/A,0,2737234,0,3390148,1660437,0,1491360,0,814673,600276,76410,1,3782879,0,0,3390028,0,2924704,0,1433735,1258519,232438,12,7154751,0,0,3390044,0,2924708,0,1433735,1258522,232439,12,7154771,0,0,1059866,36.2,1059860,36.2,1059816,36.3,701351,47,559270,480701,19895,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Virgin Islands,144760,136193,177604,137547,129407,129302,158639,66335,62.4,61856,75.9,55375,52.1,51820,63.6,104820,37240,2700,0,2224,41168,94155,0,15482,37868,2020,5,15454,34348,2013,5,N/A,62.4,N/A,75.9,50.4,50029,61.4,66335,17808,87,15124,73.9,5995,8571,554,4,38852,189726,706905,65234,72.9,54643,61.1,15474,37147,2017,5,135734,151785,161879,66271,66.5,55350,55.6,15475,37853,2017,5,137458,137977,145306,15134,27.3,15134,27.7,14910,28.8,6594,43.6,5237,9756,139,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vermont,1667910,267298,327051,1328880,212965,1195197,234360,575823,92.3,511337,95,496295,79.5,440568,86.4,951870,645440,70600,0,52468,518922,756610,880,175785,273228,47016,266,175719,217664,46936,249,N/A,92.3,N/A,95,75.6,415851,81.5,575823,141580,95,125427,95,60563,62079,2630,155,372487,297897,1333910,548017,95,472987,85.8,175768,249954,46999,266,1277242,231825,302733,575650,95,496283,83.4,175784,273222,47011,266,1328718,223334,280346,284631,57.4,284590,60.2,271181,61.6,97548,77.8,122882,157426,4307,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Washington,16357905,214815,274838,13493507,177199,12220726,205327,6009724,78.9,5369377,90.2,5345423,70.2,4800890,80.7,9757985,5861820,738100,0,473161,5064913,7944969,10464,1861287,3035968,444578,3590,1860469,2492708,444220,3493,N/A,78.9,N/A,90.2,66.3,4506606,75.7,6009724,1224715,95,1117486,92.4,508809,548615,58406,1656,3131050,258824,1352200,5769416,88.7,5160305,79.4,1861202,2850986,444539,3578,13067266,201006,251624,6008788,83.9,5345287,74.7,1861262,3035885,444552,3588,13492435,188484,228513,2563464,48,2562758,49.7,2475608,51.6,819448,73.3,1128752,1400424,33569,719,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wisconsin,10796685,185433,236986,9702193,166635,8881348,194944,4104899,70.5,3694332,81.1,3713050,63.8,3360635,73.8,6366145,3980140,450400,0,330423,3725427,5644233,2110,1313162,2102022,297148,718,1312781,1750251,296924,679,N/A,70.5,N/A,81.1,60.8,3188915,70,4104899,1031171,95,959063,94.3,459603,468717,30454,289,2794671,274730,1061370,3953369,79.1,3590581,71.8,1313120,1979629,297119,713,9426725,188542,215943,4104489,74.7,3712998,67.6,1313152,2101999,297132,715,9701761,176655,196592,1966933,53,1966738,54.8,1917562,57.1,750537,78.3,830626,1110251,25968,88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
West Virginia,3746025,209024,261488,2600688,145116,2438341,170206,1141621,63.7,1056945,73.8,1008784,56.3,938669,65.5,2119225,1467600,159200,0,65814,1123495,1409709,1670,415348,533004,59968,464,414889,463463,59892,425,N/A,63.7,N/A,73.8,53.8,894202,62.4,1141621,337466,91.9,305816,83.3,156393,139677,9552,194,848297,231137,1020690,1116860,71.7,990985,63.6,415251,515330,59949,455,2558434,164230,240463,1141213,67.2,1008549,59.4,415271,532864,59951,463,2599980,153019,220468,433677,43,433614,43.8,426454,45.4,195525,63.9,205644,223334,4632,67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wyoming,911565,157503,204835,718398,124127,668335,150179,332168,57.4,305361,68.6,289157,50,267366,60.1,464445,399220,47900,0,28230,315332,374202,634,117280,145610,26145,122,117254,123869,26123,120,N/A,57.4,N/A,68.6,46.4,247022,55.5,332168,91251,92,82281,83,41929,36405,3891,56,220505,222330,919111,323768,66,283104,57.7,117278,139561,26143,122,703988,143460,185760,332137,61.1,289152,53.2,117279,145607,26144,122,718361,132093,167620,117536,40.6,117525,41.5,115563,43.2,54008,65.6,54871,60957,1665,43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
