State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from Other manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from Other manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Other 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Other 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Other 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop,People 12+ with at least One Dose by State of Residence,Percent of 12+ Pop with at least One Dose by State of Residence,People 12+ Fully Vaccinated by State of Residence,Percent of 12+ Pop Fully Vaccinated by State of Residence,People 12+ Fully Vaccinated_Moderna_Resident,People 12+ Fully Vaccinated_Pfizer_Resident,People 12+ Fully Vaccinated_Janssen_Resident,People 12+ Fully Vaccinated_Other 2-dose Manuf_Resident,12+ Doses Administered by State where Administered,Doses Administered per 100k of 12+ pop by State where Administered,Doses Delivered per 100k of 12+ pop,People 5+ with at least One Dose by State of Residence,Percent of 5+ Pop with at least One Dose by State of Residence,People 5+ Fully Vaccinated by State of Residence,Percent of 5+ Pop Fully Vaccinated by State of Residence,People 5+ Fully Vaccinated_Moderna_Resident,People 5+ Fully Vaccinated_Pfizer_Resident,People 5+ Fully Vaccinated_Janssen_Resident,People 5+ Fully Vaccinated_Other 2-dose Manuf_Resident,5+ Doses Administered by State where Administered,Doses Administered per 100k of 5+ pop  by State where Administered,Doses Delivered per 100k of 5+ pop,People who have received a booster dose,Percent of fully vaccinated people with booster doses,People 18+ who have received a booster dose,Percent of fully vaccinated people 18+ with booster doses,People 50+ who have received a booster dose,Percent of fully vaccinated people 50+ with booster doses,People 65+ who have received a booster dose,Percent of fully vaccinated people 65+ with booster doses,People with Moderna booster dose,People with Pfizer booster dose,People with Janssen booster dose,People with booster dose of an Other manufacturer,Total Count People w/Booster Primary Pfizer Minus TX,Total Count People w/Booster Primary Moderna Minus TX,Total Count People w/Booster Primary J&J Minus TX,Total Count People w/Booster Primary Other Minus TX,Total Count People w/Booster Booster Pfizer Minus TX,Total Count People w/Booster Booster Moderna Minus TX,Total Count People w/Booster Booster J&J Minus TX,Total Count People w/Booster Booster Other Minus TX,Count People Primary Pfizer Booster Pfizer,Count People Primary Pfizer Booster Moderna,Count People Primary Pfizer Booster J&J,Count People Primary Pfizer Booster Uknown,Count People Primary Moderna Booster Pfizer,Count People Primary Moderna Booster Moderna,Count People Primary Moderna Booster J&J,Count People Primary Moderna Booster Uknown,Count People Primary J&J Booster Pfizer,Count People Primary J&J Booster Moderna,Count People Primary J&J Booster J&J,Count People Primary J&J Booster Other,Count People Primary Other Booster Pfizer,Count People Primary Other Booster Moderna,Count People Primary Other Booster J&J,Count People Primary Other Booster Other,Percent People Primary Pfizer Booster Pfizer,Percent People Primary Pfizer Booster Moderna,Percent People Primary Pfizer Booster J&J,Percent People Primary Pfizer Booster Other,Percent People Primary Moderna Booster Pfizer,Percent People Primary Moderna Booster Moderna,Percent People Primary Moderna Booster J&J,Percent People Primary Moderna Booster Other,Percent People Primary J&J Booster Pfizer,Percent People Primary J&J Booster Moderna,Percent People Primary J&J Booster J&J,Percent People Primary J&J Booster Other,Percent People Primary Other Booster Pfizer,Percent People Primary Other Booster Moderna,Percent People Primary Other Booster J&J,Percent People Primary Other Booster Uknown
Oklahoma,6449300,162986,214638,5389105,136193,5001254,166446,2640631,66.7,2426296,80.7,2130464,53.8,1963508,65.3,3474680,2657220,317400,0,144980,2192679,3050272,1174,818902,1176222,135141,199,818623,1009665,135046,174,N/A,66.7,N/A,80.7,51.1,1853797,61.7,2640631,660781,95,537288,84.6,272558,244369,20315,46,1495516,235465,1015430,2586373,77.8,2096292,63,818881,1142089,135124,198,5300220,159394,193951,2640393,71.3,2130417,57.6,818884,1176207,135127,199,5388830,145587,174238,668129,31.4,663778,33.8,487550,46.2,306221,57,310193,348831,9080,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oregon,8683555,205882,259120,6910037,163833,6345190,189342,3137144,74.4,2835048,84.6,2813766,66.7,2564006,76.5,4949535,3281620,452400,0,262247,2595467,4040552,11771,976898,1593301,239675,3892,974015,1347413,238851,3727,N/A,74.4,N/A,84.6,62.6,2391353,71.4,3137144,741237,95,684196,89.3,309080,322030,51969,1117,1845828,240945,1133510,3032059,83.1,2740975,75.1,976894,1520522,239672,3887,6730566,184512,238051,3137101,78.6,2813758,70.5,976897,1593295,239674,3892,6909993,173186,217637,1145463,40.7,1135835,44.3,745325,57.2,462694,67.6,504392,622772,17957,342,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pennsylvania,26336805,205724,259032,20462128,159836,18911396,186001,10139558,79.2,9289966,91.4,8230767,64.3,7569506,74.4,14898385,9972920,1465500,0,694728,7988462,11777589,1349,3006308,4532568,691280,611,3004094,3874077,690767,568,N/A,79.2,N/A,91.4,59.1,6900792,67.9,10139558,2631074,95,2181626,91.2,1026174,1067291,87885,276,5967393,249331,1100410,9855309,88.9,8039765,72.6,3006124,4341828,691203,610,19980020,180300,237664,10137965,83.8,8230286,68,3006191,4532255,691229,611,20460103,169035,217586,2775734,33.7,2750010,36.3,2006041,47,1235244,56.6,1250918,1515712,9063,41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Puerto Rico,6698330,209736,255568,6003746,187988,5424224,206955,2860580,89.6,2540293,95,2470699,77.4,2218329,84.6,4102290,2384840,211200,0,145950,2350646,3506602,548,923934,1409346,137310,109,923509,1157615,137136,69,N/A,89.6,N/A,95,74.2,2118323,80.8,2860580,678784,95,585794,86.2,289515,272916,23347,16,1533910,225689,985547,2753319,95,2405131,84.4,923867,1343898,137259,107,5830004,204684,235170,2859794,93,2470502,80.3,923879,1409247,137267,109,6002798,195136,217746,755142,30.6,750551,33.8,502558,43.6,280738,47.9,317879,430160,7095,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rhode Island,2343425,221211,274128,1989510,187803,1824468,213422,956850,90.3,861523,95,816505,77.1,737991,86.3,1372285,884140,87000,0,62765,763485,1161845,1415,281696,476639,57828,342,281581,398269,57801,340,N/A,90.3,N/A,95,73.9,704055,82.4,956850,209949,95,183404,95,82637,94026,6617,124,512794,274154,1252860,921924,95,791335,85.3,281687,451480,57827,341,1937516,208899,252663,956770,95,816497,81.3,281692,476637,57827,341,1989421,197984,233214,366932,44.9,362676,49.1,241264,62.4,132865,72.4,162343,200423,4144,22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Republic of Palau,38490,178757,232105,37895,175994,34202,206247,18793,87.3,16819,95,16583,77,14856,89.6,7490,27200,3800,0,2337,29768,5782,8,12028,2209,2342,4,12028,482,2342,4,N/A,87.3,N/A,95,67.7,12856,77.5,18793,1800,90.4,1730,86.8,1481,22,227,0,4272,214458,1932230,18171,95,16152,86.6,12028,1778,2342,4,36845,197613,206436,18792,92.2,16583,81.4,12028,2209,2342,4,37894,186001,188927,5161,31.1,5161,34.7,2632,46.1,1029,59.5,5152,9,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Carolina,9122215,177175,225935,6822425,132507,6383308,158099,3262762,63.4,3015388,74.7,2752738,53.5,2561339,63.4,4955495,3729920,436800,0,219106,2685022,3916245,2052,1004493,1550297,197597,351,1002426,1361566,196998,349,N/A,63.4,N/A,74.7,50.6,2413067,59.8,3262762,930640,95,799117,85.3,341645,426630,30638,204,2167849,231355,973532,3196064,72.3,2713018,61.4,1004373,1510741,197553,351,6718618,152006,206386,3261605,67.2,2752202,56.7,1004418,1549878,197555,351,6820709,140452,187845,909004,33,903377,35.3,697398,46.3,450256,56.3,393201,497146,18200,457,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Dakota,1627435,183962,243789,1279976,144686,1174471,175935,633770,71.6,573874,86,509046,57.5,465374,69.7,885555,655480,86400,0,38954,506196,734694,132,190056,281885,37072,33,189989,238310,37042,33,N/A,71.6,N/A,86,54.2,435758,65.3,633770,170779,95,139289,91.7,69337,65054,4878,20,378383,249148,1071590,614273,83.2,496330,67.2,190054,269176,37067,33,1247419,169004,220489,633730,77,509037,61.8,190054,281882,37068,33,1279934,155428,197626,181075,35.6,179899,38.7,132612,50.7,83050,59.6,83888,95007,2172,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tennessee,11237360,164549,211263,9054813,132590,8503116,159859,4041200,59.2,3742276,70.4,3528311,51.7,3294361,61.9,6508640,4236820,491900,0,249933,3483325,5275043,46512,1272641,2021462,223672,10536,1272066,1788503,223388,10404,N/A,59.2,N/A,70.4,49.3,3130330,58.9,4041200,1034261,90.5,947476,82.9,470692,436002,35202,5580,2687847,235076,982808,3959420,67.8,3474821,59.5,1272603,1968100,223622,10496,8917784,152818,192567,4040600,62.9,3528184,55,1272624,2021392,223634,10534,9054075,141017,175021,1306371,37,1297390,39.4,945163,51,582576,61.5,560056,726195,17811,2309,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Texas,53738365,185331,248834,41288064,142393,37177711,172150,19562929,67.5,17306128,80.1,16628003,57.3,14974972,69.3,31837405,19362560,2538400,0,1459406,15462577,24362452,3629,5890774,9458876,1277712,641,5886312,7811996,1276067,597,N/A,67.5,N/A,80.1,53.9,13977159,64.7,19562929,3538692,94.8,3154835,84.5,1504698,1476023,173871,243,8614246,230683,1439080,18937189,78.6,16284521,67.6,5890095,9116471,1277333,622,40273804,167104,222970,19558183,72.4,16626799,61.6,5890267,9458435,1277456,641,41282167,152869,198994,4987675,30,4935312,33,3199792,45.7,1745486,55.3,2262280,2646267,78980,148,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Utah,5509820,171862,242214,4600835,143509,4063813,178647,2176586,67.9,1882146,82.7,1900361,59.3,1669238,73.4,3363780,1913340,232700,0,171908,1639624,2789003,300,635314,1104244,160794,9,634872,873762,160595,9,N/A,67.9,N/A,82.7,55.6,1551031,68.2,2176586,367420,95,331150,90.5,142117,172589,16443,1,911763,249203,1505940,2081101,80.3,1841458,71,635260,1045437,160752,9,4445596,171495,212549,2176146,73.6,1900269,64.2,635292,1104203,160765,9,4600318,155513,186259,613043,32.3,606849,36.4,365411,52.6,209793,63.4,245675,358934,8433,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Virginia,17266955,202295,258694,14709030,172327,13312881,199454,6805106,79.7,6066966,90.9,5835838,68.4,5226916,78.3,10473475,6043580,749900,0,476842,5294373,8929847,7968,1941539,3461212,430041,3046,1935845,2860513,427810,2748,N/A,79.7,N/A,90.9,65,4941635,74,6805106,1408497,95,1223368,90,570861,579982,71612,913,3431490,252519,1270650,6541001,89.5,5647661,77.3,1941320,3274118,429268,2955,14248096,194993,236308,6803759,84.7,5835393,72.7,1941403,3460997,429949,3044,14707313,183154,215029,2252628,38.6,2224914,42.6,1457221,55.6,818977,66.9,986192,1229934,36165,337,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Veterans Health,7623720,N/A,N/A,7005689,N/A,7002374,N/A,3348783,N/A,3346884,N/A,2913999,N/A,2912583,N/A,3292140,3711980,619600,0,249027,3602796,3153584,282,1429100,1254020,230868,11,1429040,1252705,230827,11,N/A,N/A,N/A,N/A,0,2718715,0,3348783,1647777,0,1488162,0,813092,599078,75991,1,3720306,0,0,3348664,0,2913925,0,1429078,1253975,230861,11,7005498,0,0,3348679,0,2913929,0,1429078,1253978,230862,11,7005517,0,0,962215,33,962184,33,887666,38.7,654774,44,503351,441630,17234,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Virgin Islands,135860,127820,166685,131745,123949,124467,152707,63884,60.1,59779,73.3,54019,50.8,50900,62.4,97920,35540,2400,0,2122,39179,90444,0,15125,36956,1933,5,15097,33872,1926,5,N/A,60.1,N/A,73.3,49.2,49141,60.3,63884,17334,84.6,14943,73,5915,8492,532,4,37466,182957,663444,63020,70.5,53569,59.9,15117,36517,1930,5,130449,145875,151926,63823,64.1,53994,54.2,15118,36941,1930,5,131659,132156,136373,12838,23.8,12776,25.1,10066,32.6,5851,39.2,4449,8272,115,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vermont,1452400,232761,284793,1269972,203525,1154245,226330,561500,90,500959,95,486220,77.9,434768,85.3,807340,575260,69800,0,51494,500499,717099,880,173347,266382,46226,265,173289,215084,46147,248,N/A,90,N/A,95,73.6,407958,80,561500,140532,95,124905,95,60332,61827,2591,155,367105,293592,1161560,536013,95,466094,84.6,173331,246289,46209,265,1223919,222147,263617,561399,94.4,486209,81.7,173346,266377,46221,265,1269880,213445,244123,248045,51,244375,56.2,164596,67,94061,75.3,110225,133916,3888,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Washington,15477225,203249,260041,12777537,167797,11674173,196144,5800693,76.2,5215232,87.6,5199469,68.3,4709014,79.1,9163105,5588720,725400,0,462756,4828850,7476359,9572,1825393,2936967,433924,3185,1824595,2447728,433582,3109,N/A,76.2,N/A,87.6,64.2,4396008,73.9,5800693,1207526,95,1109655,91.7,505566,544819,57709,1561,3057471,252741,1279400,5599389,86.1,5056230,77.8,1825317,2793847,433887,3179,12432183,191237,238077,5799954,81,5199348,72.6,1825370,2936896,433898,3184,12776659,178484,216210,2088489,40.2,2068299,43.9,1314913,58,761668,68.6,942464,1117292,28187,546,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wisconsin,10273055,176439,225492,9264594,159119,8544188,187544,4002632,68.7,3622506,79.5,3629808,62.3,3313026,72.7,5996615,3829840,446600,0,324610,3590441,5347661,1882,1298637,2037732,292812,627,1298273,1721559,292594,600,N/A,68.7,N/A,79.5,59.1,3123948,68.6,4002632,1022172,95,952329,93.6,457787,464080,30199,263,2735614,268924,1009890,3872123,77.4,3533683,70.7,1298599,1941673,292785,626,9036791,180743,205470,4002320,72.9,3629762,66.1,1298627,2037712,292796,627,9264247,168688,187057,1697935,46.8,1683863,50.8,1180166,63.3,706648,74.2,730862,943627,23388,58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
West Virginia,3589025,200264,250529,2522852,140773,2374539,165753,1117331,62.3,1037366,72.4,992050,55.4,927196,64.7,2030525,1401700,156800,0,64490,1093766,1362970,1626,411181,521611,58813,445,410722,457321,58739,414,N/A,62.3,N/A,72.4,52.8,881296,61.5,1117331,334886,91.2,304485,83,155796,139023,9475,191,835045,227526,977907,1095560,70.3,978020,62.8,411084,507699,58794,443,2487186,159656,230385,1116931,65.7,991816,58.4,411104,521471,58796,445,2522149,148438,211228,388752,39.2,386236,41.7,293313,52.1,185346,60.9,185899,198740,4057,56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wyoming,873365,150903,196251,691672,119510,648069,145625,325401,56.2,300789,67.6,276612,47.8,258065,58,440945,385420,47000,0,28046,306341,356672,613,113781,137460,25256,115,113760,118961,25231,113,N/A,56.2,N/A,67.6,44.2,237557,53.4,325401,91145,91.9,81584,82.3,41566,36139,3825,54,218029,219834,880595,318561,64.9,272532,55.5,113780,133384,25253,115,680817,138738,177976,325372,59.8,276607,50.9,113780,137458,25254,115,691639,127180,160596,102066,36.9,101533,39.3,77285,51.7,50587,62,48018,52595,1415,38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
