State,Date,Death,Dates
West Virginia,1/22/20,0,2020-01-22
Wisconsin,1/22/20,0,2020-01-22
Wyoming,1/22/20,0,2020-01-22
Alabama,1/23/20,0,2020-01-23
Alaska,1/23/20,0,2020-01-23
American Samoa,1/23/20,0,2020-01-23
Arizona,1/23/20,0,2020-01-23
Arkansas,1/23/20,0,2020-01-23
California,1/23/20,0,2020-01-23
Colorado,1/23/20,0,2020-01-23
Connecticut,1/23/20,0,2020-01-23
Delaware,1/23/20,0,2020-01-23
Diamond Princess,1/23/20,0,2020-01-23
District of Columbia,1/23/20,0,2020-01-23
Florida,1/23/20,0,2020-01-23
Georgia,1/23/20,0,2020-01-23
Grand Princess,1/23/20,0,2020-01-23
Guam,1/23/20,0,2020-01-23
Hawaii,1/23/20,0,2020-01-23
Idaho,1/23/20,0,2020-01-23
Illinois,1/23/20,0,2020-01-23
Indiana,1/23/20,0,2020-01-23
Iowa,1/23/20,0,2020-01-23
Kansas,1/23/20,0,2020-01-23
Kentucky,1/23/20,0,2020-01-23
Louisiana,1/23/20,0,2020-01-23
Maine,1/23/20,0,2020-01-23
Maryland,1/23/20,0,2020-01-23
Massachusetts,1/23/20,0,2020-01-23
Michigan,1/23/20,0,2020-01-23
Minnesota,1/23/20,0,2020-01-23
Mississippi,1/23/20,0,2020-01-23
Missouri,1/23/20,0,2020-01-23
Montana,1/23/20,0,2020-01-23
Nebraska,1/23/20,0,2020-01-23
Nevada,1/23/20,0,2020-01-23
New Hampshire,1/23/20,0,2020-01-23
New Jersey,1/23/20,0,2020-01-23
New Mexico,1/23/20,0,2020-01-23
New York,1/23/20,0,2020-01-23
North Carolina,1/23/20,0,2020-01-23
North Dakota,1/23/20,0,2020-01-23
Northern Mariana Islands,1/23/20,0,2020-01-23
Ohio,1/23/20,0,2020-01-23
Oklahoma,1/23/20,0,2020-01-23
Oregon,1/23/20,0,2020-01-23
Pennsylvania,1/23/20,0,2020-01-23
Puerto Rico,1/23/20,0,2020-01-23
Rhode Island,1/23/20,0,2020-01-23
South Carolina,1/23/20,0,2020-01-23
South Dakota,1/23/20,0,2020-01-23
Tennessee,1/23/20,0,2020-01-23
Texas,1/23/20,0,2020-01-23
Utah,1/23/20,0,2020-01-23
Vermont,1/23/20,0,2020-01-23
Virgin Islands,1/23/20,0,2020-01-23
Virginia,1/23/20,0,2020-01-23
Washington,1/23/20,0,2020-01-23
West Virginia,1/23/20,0,2020-01-23
Wisconsin,1/23/20,0,2020-01-23
Wyoming,1/23/20,0,2020-01-23
Alabama,1/24/20,0,2020-01-24
Alaska,1/24/20,0,2020-01-24
American Samoa,1/24/20,0,2020-01-24
Arizona,1/24/20,0,2020-01-24
Arkansas,1/24/20,0,2020-01-24
California,1/24/20,0,2020-01-24
Colorado,1/24/20,0,2020-01-24
Connecticut,1/24/20,0,2020-01-24
Delaware,1/24/20,0,2020-01-24
Diamond Princess,1/24/20,0,2020-01-24
District of Columbia,1/24/20,0,2020-01-24
Florida,1/24/20,0,2020-01-24
Georgia,1/24/20,0,2020-01-24
Grand Princess,1/24/20,0,2020-01-24
Guam,1/24/20,0,2020-01-24
Hawaii,1/24/20,0,2020-01-24
Idaho,1/24/20,0,2020-01-24
Illinois,1/24/20,0,2020-01-24
Indiana,1/24/20,0,2020-01-24
Iowa,1/24/20,0,2020-01-24
Kansas,1/24/20,0,2020-01-24
Kentucky,1/24/20,0,2020-01-24
Louisiana,1/24/20,0,2020-01-24
Maine,1/24/20,0,2020-01-24
Maryland,1/24/20,0,2020-01-24
Massachusetts,1/24/20,0,2020-01-24
Michigan,1/24/20,0,2020-01-24
Minnesota,1/24/20,0,2020-01-24
Mississippi,1/24/20,0,2020-01-24
Missouri,1/24/20,0,2020-01-24
Montana,1/24/20,0,2020-01-24
Nebraska,1/24/20,0,2020-01-24
Nevada,1/24/20,0,2020-01-24
New Hampshire,1/24/20,0,2020-01-24
New Jersey,1/24/20,0,2020-01-24
New Mexico,1/24/20,0,2020-01-24
New York,1/24/20,0,2020-01-24
North Carolina,1/24/20,0,2020-01-24
North Dakota,1/24/20,0,2020-01-24
Northern Mariana Islands,1/24/20,0,2020-01-24
Ohio,1/24/20,0,2020-01-24
Oklahoma,1/24/20,0,2020-01-24
Oregon,1/24/20,0,2020-01-24
Pennsylvania,1/24/20,0,2020-01-24
Puerto Rico,1/24/20,0,2020-01-24
Rhode Island,1/24/20,0,2020-01-24
South Carolina,1/24/20,0,2020-01-24
South Dakota,1/24/20,0,2020-01-24
Tennessee,1/24/20,0,2020-01-24
Texas,1/24/20,0,2020-01-24
Utah,1/24/20,0,2020-01-24
Vermont,1/24/20,0,2020-01-24
Virgin Islands,1/24/20,0,2020-01-24
Virginia,1/24/20,0,2020-01-24
Washington,1/24/20,0,2020-01-24
West Virginia,1/24/20,0,2020-01-24
Wisconsin,1/24/20,0,2020-01-24
Wyoming,1/24/20,0,2020-01-24
Alabama,1/25/20,0,2020-01-25
Alaska,1/25/20,0,2020-01-25
American Samoa,1/25/20,0,2020-01-25
Arizona,1/25/20,0,2020-01-25
Arkansas,1/25/20,0,2020-01-25
California,1/25/20,0,2020-01-25
Colorado,1/25/20,0,2020-01-25
Connecticut,1/25/20,0,2020-01-25
Delaware,1/25/20,0,2020-01-25
Diamond Princess,1/25/20,0,2020-01-25
District of Columbia,1/25/20,0,2020-01-25
Florida,1/25/20,0,2020-01-25
Georgia,1/25/20,0,2020-01-25
Grand Princess,1/25/20,0,2020-01-25
Guam,1/25/20,0,2020-01-25
Hawaii,1/25/20,0,2020-01-25
Idaho,1/25/20,0,2020-01-25
Illinois,1/25/20,0,2020-01-25
Indiana,1/25/20,0,2020-01-25
Iowa,1/25/20,0,2020-01-25
Kansas,1/25/20,0,2020-01-25
Kentucky,1/25/20,0,2020-01-25
Louisiana,1/25/20,0,2020-01-25
Maine,1/25/20,0,2020-01-25
Maryland,1/25/20,0,2020-01-25
Massachusetts,1/25/20,0,2020-01-25
Michigan,1/25/20,0,2020-01-25
Minnesota,1/25/20,0,2020-01-25
Mississippi,1/25/20,0,2020-01-25
Missouri,1/25/20,0,2020-01-25
Montana,1/25/20,0,2020-01-25
Nebraska,1/25/20,0,2020-01-25
Nevada,1/25/20,0,2020-01-25
New Hampshire,1/25/20,0,2020-01-25
New Jersey,1/25/20,0,2020-01-25
New Mexico,1/25/20,0,2020-01-25
New York,1/25/20,0,2020-01-25
North Carolina,1/25/20,0,2020-01-25
North Dakota,1/25/20,0,2020-01-25
Northern Mariana Islands,1/25/20,0,2020-01-25
Ohio,1/25/20,0,2020-01-25
Oklahoma,1/25/20,0,2020-01-25
Oregon,1/25/20,0,2020-01-25
Pennsylvania,1/25/20,0,2020-01-25
Puerto Rico,1/25/20,0,2020-01-25
Rhode Island,1/25/20,0,2020-01-25
South Carolina,1/25/20,0,2020-01-25
South Dakota,1/25/20,0,2020-01-25
Tennessee,1/25/20,0,2020-01-25
Texas,1/25/20,0,2020-01-25
Utah,1/25/20,0,2020-01-25
Vermont,1/25/20,0,2020-01-25
Virgin Islands,1/25/20,0,2020-01-25
Virginia,1/25/20,0,2020-01-25
Washington,1/25/20,0,2020-01-25
West Virginia,1/25/20,0,2020-01-25
Wisconsin,1/25/20,0,2020-01-25
Wyoming,1/25/20,0,2020-01-25
Alabama,1/26/20,0,2020-01-26
Alaska,1/26/20,0,2020-01-26
American Samoa,1/26/20,0,2020-01-26
Arizona,1/26/20,0,2020-01-26
Arkansas,1/26/20,0,2020-01-26
California,1/26/20,0,2020-01-26
Colorado,1/26/20,0,2020-01-26
Connecticut,1/26/20,0,2020-01-26
Delaware,1/26/20,0,2020-01-26
Diamond Princess,1/26/20,0,2020-01-26
District of Columbia,1/26/20,0,2020-01-26
Florida,1/26/20,0,2020-01-26
Georgia,1/26/20,0,2020-01-26
Grand Princess,1/26/20,0,2020-01-26
Guam,1/26/20,0,2020-01-26
Hawaii,1/26/20,0,2020-01-26
Idaho,1/26/20,0,2020-01-26
Illinois,1/26/20,0,2020-01-26
Indiana,1/26/20,0,2020-01-26
Iowa,1/26/20,0,2020-01-26
Kansas,1/26/20,0,2020-01-26
Kentucky,1/26/20,0,2020-01-26
Louisiana,1/26/20,0,2020-01-26
Maine,1/26/20,0,2020-01-26
Maryland,1/26/20,0,2020-01-26
Massachusetts,1/26/20,0,2020-01-26
Michigan,1/26/20,0,2020-01-26
Minnesota,1/26/20,0,2020-01-26
Mississippi,1/26/20,0,2020-01-26
Missouri,1/26/20,0,2020-01-26
Montana,1/26/20,0,2020-01-26
Nebraska,1/26/20,0,2020-01-26
Nevada,1/26/20,0,2020-01-26
New Hampshire,1/26/20,0,2020-01-26
New Jersey,1/26/20,0,2020-01-26
New Mexico,1/26/20,0,2020-01-26
New York,1/26/20,0,2020-01-26
North Carolina,1/26/20,0,2020-01-26
North Dakota,1/26/20,0,2020-01-26
Northern Mariana Islands,1/26/20,0,2020-01-26
Ohio,1/26/20,0,2020-01-26
Oklahoma,1/26/20,0,2020-01-26
Oregon,1/26/20,0,2020-01-26
Pennsylvania,1/26/20,0,2020-01-26
Puerto Rico,1/26/20,0,2020-01-26
Rhode Island,1/26/20,0,2020-01-26
South Carolina,1/26/20,0,2020-01-26
South Dakota,1/26/20,0,2020-01-26
Tennessee,1/26/20,0,2020-01-26
Texas,1/26/20,0,2020-01-26
Utah,1/26/20,0,2020-01-26
Vermont,1/26/20,0,2020-01-26
Virgin Islands,1/26/20,0,2020-01-26
Virginia,1/26/20,0,2020-01-26
Washington,1/26/20,0,2020-01-26
West Virginia,1/26/20,0,2020-01-26
Wisconsin,1/26/20,0,2020-01-26
Wyoming,1/26/20,0,2020-01-26
Alabama,1/27/20,0,2020-01-27
Alaska,1/27/20,0,2020-01-27
American Samoa,1/27/20,0,2020-01-27
Arizona,1/27/20,0,2020-01-27
Arkansas,1/27/20,0,2020-01-27
California,1/27/20,0,2020-01-27
Colorado,1/27/20,0,2020-01-27
Connecticut,1/27/20,0,2020-01-27
Delaware,1/27/20,0,2020-01-27
Diamond Princess,1/27/20,0,2020-01-27
District of Columbia,1/27/20,0,2020-01-27
Florida,1/27/20,0,2020-01-27
Georgia,1/27/20,0,2020-01-27
Grand Princess,1/27/20,0,2020-01-27
Guam,1/27/20,0,2020-01-27
Hawaii,1/27/20,0,2020-01-27
Idaho,1/27/20,0,2020-01-27
Illinois,1/27/20,0,2020-01-27
Indiana,1/27/20,0,2020-01-27
Iowa,1/27/20,0,2020-01-27
Kansas,1/27/20,0,2020-01-27
Kentucky,1/27/20,0,2020-01-27
Louisiana,1/27/20,0,2020-01-27
Maine,1/27/20,0,2020-01-27
Maryland,1/27/20,0,2020-01-27
Massachusetts,1/27/20,0,2020-01-27
Michigan,1/27/20,0,2020-01-27
Minnesota,1/27/20,0,2020-01-27
Mississippi,1/27/20,0,2020-01-27
Missouri,1/27/20,0,2020-01-27
Montana,1/27/20,0,2020-01-27
Nebraska,1/27/20,0,2020-01-27
Nevada,1/27/20,0,2020-01-27
New Hampshire,1/27/20,0,2020-01-27
New Jersey,1/27/20,0,2020-01-27
New Mexico,1/27/20,0,2020-01-27
New York,1/27/20,0,2020-01-27
North Carolina,1/27/20,0,2020-01-27
North Dakota,1/27/20,0,2020-01-27
Northern Mariana Islands,1/27/20,0,2020-01-27
Ohio,1/27/20,0,2020-01-27
Oklahoma,1/27/20,0,2020-01-27
Oregon,1/27/20,0,2020-01-27
Pennsylvania,1/27/20,0,2020-01-27
Puerto Rico,1/27/20,0,2020-01-27
Rhode Island,1/27/20,0,2020-01-27
South Carolina,1/27/20,0,2020-01-27
South Dakota,1/27/20,0,2020-01-27
Tennessee,1/27/20,0,2020-01-27
Texas,1/27/20,0,2020-01-27
Utah,1/27/20,0,2020-01-27
Vermont,1/27/20,0,2020-01-27
Virgin Islands,1/27/20,0,2020-01-27
Virginia,1/27/20,0,2020-01-27
Washington,1/27/20,0,2020-01-27
West Virginia,1/27/20,0,2020-01-27
Wisconsin,1/27/20,0,2020-01-27
Wyoming,1/27/20,0,2020-01-27
Alabama,1/28/20,0,2020-01-28
Alaska,1/28/20,0,2020-01-28
American Samoa,1/28/20,0,2020-01-28
Arizona,1/28/20,0,2020-01-28
Arkansas,1/28/20,0,2020-01-28
California,1/28/20,0,2020-01-28
Colorado,1/28/20,0,2020-01-28
Connecticut,1/28/20,0,2020-01-28
Delaware,1/28/20,0,2020-01-28
Diamond Princess,1/28/20,0,2020-01-28
District of Columbia,1/28/20,0,2020-01-28
Florida,1/28/20,0,2020-01-28
Georgia,1/28/20,0,2020-01-28
Grand Princess,1/28/20,0,2020-01-28
Guam,1/28/20,0,2020-01-28
Hawaii,1/28/20,0,2020-01-28
Idaho,1/28/20,0,2020-01-28
Illinois,1/28/20,0,2020-01-28
Indiana,1/28/20,0,2020-01-28
Iowa,1/28/20,0,2020-01-28
Kansas,1/28/20,0,2020-01-28
Kentucky,1/28/20,0,2020-01-28
Louisiana,1/28/20,0,2020-01-28
Maine,1/28/20,0,2020-01-28
Maryland,1/28/20,0,2020-01-28
Massachusetts,1/28/20,0,2020-01-28
Michigan,1/28/20,0,2020-01-28
Minnesota,1/28/20,0,2020-01-28
Mississippi,1/28/20,0,2020-01-28
Missouri,1/28/20,0,2020-01-28
Montana,1/28/20,0,2020-01-28
Nebraska,1/28/20,0,2020-01-28
Nevada,1/28/20,0,2020-01-28
New Hampshire,1/28/20,0,2020-01-28
New Jersey,1/28/20,0,2020-01-28
New Mexico,1/28/20,0,2020-01-28
New York,1/28/20,0,2020-01-28
North Carolina,1/28/20,0,2020-01-28
North Dakota,1/28/20,0,2020-01-28
Northern Mariana Islands,1/28/20,0,2020-01-28
Ohio,1/28/20,0,2020-01-28
Oklahoma,1/28/20,0,2020-01-28
Oregon,1/28/20,0,2020-01-28
Pennsylvania,1/28/20,0,2020-01-28
Puerto Rico,1/28/20,0,2020-01-28
Rhode Island,1/28/20,0,2020-01-28
South Carolina,1/28/20,0,2020-01-28
South Dakota,1/28/20,0,2020-01-28
Tennessee,1/28/20,0,2020-01-28
Texas,1/28/20,0,2020-01-28
Utah,1/28/20,0,2020-01-28
Vermont,1/28/20,0,2020-01-28
Virgin Islands,1/28/20,0,2020-01-28
Virginia,1/28/20,0,2020-01-28
Washington,1/28/20,0,2020-01-28
West Virginia,1/28/20,0,2020-01-28
Wisconsin,1/28/20,0,2020-01-28
Wyoming,1/28/20,0,2020-01-28
Alabama,1/29/20,0,2020-01-29
Alaska,1/29/20,0,2020-01-29
American Samoa,1/29/20,0,2020-01-29
Arizona,1/29/20,0,2020-01-29
Arkansas,1/29/20,0,2020-01-29
California,1/29/20,0,2020-01-29
Colorado,1/29/20,0,2020-01-29
Connecticut,1/29/20,0,2020-01-29
Delaware,1/29/20,0,2020-01-29
Diamond Princess,1/29/20,0,2020-01-29
District of Columbia,1/29/20,0,2020-01-29
Florida,1/29/20,0,2020-01-29
Georgia,1/29/20,0,2020-01-29
Grand Princess,1/29/20,0,2020-01-29
Guam,1/29/20,0,2020-01-29
Hawaii,1/29/20,0,2020-01-29
Idaho,1/29/20,0,2020-01-29
Illinois,1/29/20,0,2020-01-29
Indiana,1/29/20,0,2020-01-29
Iowa,1/29/20,0,2020-01-29
Kansas,1/29/20,0,2020-01-29
Kentucky,1/29/20,0,2020-01-29
Louisiana,1/29/20,0,2020-01-29
Maine,1/29/20,0,2020-01-29
Maryland,1/29/20,0,2020-01-29
Massachusetts,1/29/20,0,2020-01-29
Michigan,1/29/20,0,2020-01-29
Minnesota,1/29/20,0,2020-01-29
Mississippi,1/29/20,0,2020-01-29
Missouri,1/29/20,0,2020-01-29
Montana,1/29/20,0,2020-01-29
Nebraska,1/29/20,0,2020-01-29
Nevada,1/29/20,0,2020-01-29
New Hampshire,1/29/20,0,2020-01-29
New Jersey,1/29/20,0,2020-01-29
New Mexico,1/29/20,0,2020-01-29
New York,1/29/20,0,2020-01-29
North Carolina,1/29/20,0,2020-01-29
North Dakota,1/29/20,0,2020-01-29
Northern Mariana Islands,1/29/20,0,2020-01-29
Ohio,1/29/20,0,2020-01-29
Oklahoma,1/29/20,0,2020-01-29
Oregon,1/29/20,0,2020-01-29
Pennsylvania,1/29/20,0,2020-01-29
Puerto Rico,1/29/20,0,2020-01-29
Rhode Island,1/29/20,0,2020-01-29
South Carolina,1/29/20,0,2020-01-29
South Dakota,1/29/20,0,2020-01-29
Tennessee,1/29/20,0,2020-01-29
Texas,1/29/20,0,2020-01-29
Utah,1/29/20,0,2020-01-29
Vermont,1/29/20,0,2020-01-29
Virgin Islands,1/29/20,0,2020-01-29
Virginia,1/29/20,0,2020-01-29
Washington,1/29/20,0,2020-01-29
West Virginia,1/29/20,0,2020-01-29
Wisconsin,1/29/20,0,2020-01-29
Wyoming,1/29/20,0,2020-01-29
Alabama,1/30/20,0,2020-01-30
Alaska,1/30/20,0,2020-01-30
American Samoa,1/30/20,0,2020-01-30
Arizona,1/30/20,0,2020-01-30
Arkansas,1/30/20,0,2020-01-30
California,1/30/20,0,2020-01-30
Colorado,1/30/20,0,2020-01-30
Connecticut,1/30/20,0,2020-01-30
Delaware,1/30/20,0,2020-01-30
Diamond Princess,1/30/20,0,2020-01-30
District of Columbia,1/30/20,0,2020-01-30
Florida,1/30/20,0,2020-01-30
Georgia,1/30/20,0,2020-01-30
Grand Princess,1/30/20,0,2020-01-30
Guam,1/30/20,0,2020-01-30
Hawaii,1/30/20,0,2020-01-30
Idaho,1/30/20,0,2020-01-30
Illinois,1/30/20,0,2020-01-30
Indiana,1/30/20,0,2020-01-30
Iowa,1/30/20,0,2020-01-30
Kansas,1/30/20,0,2020-01-30
Kentucky,1/30/20,0,2020-01-30
Louisiana,1/30/20,0,2020-01-30
Maine,1/30/20,0,2020-01-30
Maryland,1/30/20,0,2020-01-30
Massachusetts,1/30/20,0,2020-01-30
Michigan,1/30/20,0,2020-01-30
Minnesota,1/30/20,0,2020-01-30
Mississippi,1/30/20,0,2020-01-30
Missouri,1/30/20,0,2020-01-30
Montana,1/30/20,0,2020-01-30
Nebraska,1/30/20,0,2020-01-30
Nevada,1/30/20,0,2020-01-30
New Hampshire,1/30/20,0,2020-01-30
New Jersey,1/30/20,0,2020-01-30
New Mexico,1/30/20,0,2020-01-30
New York,1/30/20,0,2020-01-30
North Carolina,1/30/20,0,2020-01-30
North Dakota,1/30/20,0,2020-01-30
Northern Mariana Islands,1/30/20,0,2020-01-30
Ohio,1/30/20,0,2020-01-30
Oklahoma,1/30/20,0,2020-01-30
Oregon,1/30/20,0,2020-01-30
Pennsylvania,1/30/20,0,2020-01-30
Puerto Rico,1/30/20,0,2020-01-30
Rhode Island,1/30/20,0,2020-01-30
South Carolina,1/30/20,0,2020-01-30
South Dakota,1/30/20,0,2020-01-30
Tennessee,1/30/20,0,2020-01-30
Texas,1/30/20,0,2020-01-30
Utah,1/30/20,0,2020-01-30
Vermont,1/30/20,0,2020-01-30
Virgin Islands,1/30/20,0,2020-01-30
Virginia,1/30/20,0,2020-01-30
Washington,1/30/20,0,2020-01-30
West Virginia,1/30/20,0,2020-01-30
Wisconsin,1/30/20,0,2020-01-30
Wyoming,1/30/20,0,2020-01-30
Alabama,1/31/20,0,2020-01-31
Alaska,1/31/20,0,2020-01-31
American Samoa,1/31/20,0,2020-01-31
Arizona,1/31/20,0,2020-01-31
Arkansas,1/31/20,0,2020-01-31
California,1/31/20,0,2020-01-31
Colorado,1/31/20,0,2020-01-31
Connecticut,1/31/20,0,2020-01-31
Delaware,1/31/20,0,2020-01-31
Diamond Princess,1/31/20,0,2020-01-31
District of Columbia,1/31/20,0,2020-01-31
Florida,1/31/20,0,2020-01-31
Georgia,1/31/20,0,2020-01-31
Grand Princess,1/31/20,0,2020-01-31
Guam,1/31/20,0,2020-01-31
Hawaii,1/31/20,0,2020-01-31
Idaho,1/31/20,0,2020-01-31
Illinois,1/31/20,0,2020-01-31
Indiana,1/31/20,0,2020-01-31
Iowa,1/31/20,0,2020-01-31
Kansas,1/31/20,0,2020-01-31
Kentucky,1/31/20,0,2020-01-31
Louisiana,1/31/20,0,2020-01-31
Maine,1/31/20,0,2020-01-31
Maryland,1/31/20,0,2020-01-31
Massachusetts,1/31/20,0,2020-01-31
Michigan,1/31/20,0,2020-01-31
Minnesota,1/31/20,0,2020-01-31
Mississippi,1/31/20,0,2020-01-31
Missouri,1/31/20,0,2020-01-31
Montana,1/31/20,0,2020-01-31
Nebraska,1/31/20,0,2020-01-31
Nevada,1/31/20,0,2020-01-31
New Hampshire,1/31/20,0,2020-01-31
New Jersey,1/31/20,0,2020-01-31
New Mexico,1/31/20,0,2020-01-31
New York,1/31/20,0,2020-01-31
North Carolina,1/31/20,0,2020-01-31
North Dakota,1/31/20,0,2020-01-31
Northern Mariana Islands,1/31/20,0,2020-01-31
Ohio,1/31/20,0,2020-01-31
Oklahoma,1/31/20,0,2020-01-31
Oregon,1/31/20,0,2020-01-31
Pennsylvania,1/31/20,0,2020-01-31
Puerto Rico,1/31/20,0,2020-01-31
Rhode Island,1/31/20,0,2020-01-31
South Carolina,1/31/20,0,2020-01-31
South Dakota,1/31/20,0,2020-01-31
Tennessee,1/31/20,0,2020-01-31
Texas,1/31/20,0,2020-01-31
Utah,1/31/20,0,2020-01-31
Vermont,1/31/20,0,2020-01-31
Virgin Islands,1/31/20,0,2020-01-31
Virginia,1/31/20,0,2020-01-31
Washington,1/31/20,0,2020-01-31
West Virginia,1/31/20,0,2020-01-31
Wisconsin,1/31/20,0,2020-01-31
Wyoming,1/31/20,0,2020-01-31
Alabama,2/1/20,0,2020-02-01
Alaska,2/1/20,0,2020-02-01
American Samoa,2/1/20,0,2020-02-01
Arizona,2/1/20,0,2020-02-01
Arkansas,2/1/20,0,2020-02-01
California,2/1/20,0,2020-02-01
Colorado,2/1/20,0,2020-02-01
Connecticut,2/1/20,0,2020-02-01
Delaware,2/1/20,0,2020-02-01
Diamond Princess,2/1/20,0,2020-02-01
District of Columbia,2/1/20,0,2020-02-01
Florida,2/1/20,0,2020-02-01
Georgia,2/1/20,0,2020-02-01
Grand Princess,2/1/20,0,2020-02-01
Guam,2/1/20,0,2020-02-01
Hawaii,2/1/20,0,2020-02-01
Idaho,2/1/20,0,2020-02-01
Illinois,2/1/20,0,2020-02-01
Indiana,2/1/20,0,2020-02-01
Iowa,2/1/20,0,2020-02-01
Kansas,2/1/20,0,2020-02-01
Kentucky,2/1/20,0,2020-02-01
Louisiana,2/1/20,0,2020-02-01
Maine,2/1/20,0,2020-02-01
Maryland,2/1/20,0,2020-02-01
Massachusetts,2/1/20,0,2020-02-01
Michigan,2/1/20,0,2020-02-01
Minnesota,2/1/20,0,2020-02-01
Mississippi,2/1/20,0,2020-02-01
Missouri,2/1/20,0,2020-02-01
Montana,2/1/20,0,2020-02-01
Nebraska,2/1/20,0,2020-02-01
Nevada,2/1/20,0,2020-02-01
New Hampshire,2/1/20,0,2020-02-01
New Jersey,2/1/20,0,2020-02-01
New Mexico,2/1/20,0,2020-02-01
New York,2/1/20,0,2020-02-01
North Carolina,2/1/20,0,2020-02-01
North Dakota,2/1/20,0,2020-02-01
Northern Mariana Islands,2/1/20,0,2020-02-01
Ohio,2/1/20,0,2020-02-01
Oklahoma,2/1/20,0,2020-02-01
Oregon,2/1/20,0,2020-02-01
Pennsylvania,2/1/20,0,2020-02-01
Puerto Rico,2/1/20,0,2020-02-01
Rhode Island,2/1/20,0,2020-02-01
South Carolina,2/1/20,0,2020-02-01
South Dakota,2/1/20,0,2020-02-01
Tennessee,2/1/20,0,2020-02-01
Texas,2/1/20,0,2020-02-01
Utah,2/1/20,0,2020-02-01
Vermont,2/1/20,0,2020-02-01
Virgin Islands,2/1/20,0,2020-02-01
Virginia,2/1/20,0,2020-02-01
Washington,2/1/20,0,2020-02-01
West Virginia,2/1/20,0,2020-02-01
Wisconsin,2/1/20,0,2020-02-01
Wyoming,2/1/20,0,2020-02-01
Alabama,2/2/20,0,2020-02-02
Alaska,2/2/20,0,2020-02-02
American Samoa,2/2/20,0,2020-02-02
Arizona,2/2/20,0,2020-02-02
Arkansas,2/2/20,0,2020-02-02
California,2/2/20,0,2020-02-02
Colorado,2/2/20,0,2020-02-02
Connecticut,2/2/20,0,2020-02-02
Delaware,2/2/20,0,2020-02-02
Diamond Princess,2/2/20,0,2020-02-02
District of Columbia,2/2/20,0,2020-02-02
Florida,2/2/20,0,2020-02-02
Georgia,2/2/20,0,2020-02-02
Grand Princess,2/2/20,0,2020-02-02
Guam,2/2/20,0,2020-02-02
Hawaii,2/2/20,0,2020-02-02
Idaho,2/2/20,0,2020-02-02
Illinois,2/2/20,0,2020-02-02
Indiana,2/2/20,0,2020-02-02
Iowa,2/2/20,0,2020-02-02
Kansas,2/2/20,0,2020-02-02
Kentucky,2/2/20,0,2020-02-02
Louisiana,2/2/20,0,2020-02-02
Maine,2/2/20,0,2020-02-02
Maryland,2/2/20,0,2020-02-02
Massachusetts,2/2/20,0,2020-02-02
Michigan,2/2/20,0,2020-02-02
Minnesota,2/2/20,0,2020-02-02
Mississippi,2/2/20,0,2020-02-02
Missouri,2/2/20,0,2020-02-02
Montana,2/2/20,0,2020-02-02
Nebraska,2/2/20,0,2020-02-02
Nevada,2/2/20,0,2020-02-02
New Hampshire,2/2/20,0,2020-02-02
New Jersey,2/2/20,0,2020-02-02
New Mexico,2/2/20,0,2020-02-02
New York,2/2/20,0,2020-02-02
North Carolina,2/2/20,0,2020-02-02
North Dakota,2/2/20,0,2020-02-02
Northern Mariana Islands,2/2/20,0,2020-02-02
Ohio,2/2/20,0,2020-02-02
Oklahoma,2/2/20,0,2020-02-02
Oregon,2/2/20,0,2020-02-02
Pennsylvania,2/2/20,0,2020-02-02
Puerto Rico,2/2/20,0,2020-02-02
Rhode Island,2/2/20,0,2020-02-02
South Carolina,2/2/20,0,2020-02-02
South Dakota,2/2/20,0,2020-02-02
Tennessee,2/2/20,0,2020-02-02
Texas,2/2/20,0,2020-02-02
Utah,2/2/20,0,2020-02-02
Vermont,2/2/20,0,2020-02-02
Virgin Islands,2/2/20,0,2020-02-02
Virginia,2/2/20,0,2020-02-02
Washington,2/2/20,0,2020-02-02
West Virginia,2/2/20,0,2020-02-02
Wisconsin,2/2/20,0,2020-02-02
Wyoming,2/2/20,0,2020-02-02
Alabama,2/3/20,0,2020-02-03
Alaska,2/3/20,0,2020-02-03
American Samoa,2/3/20,0,2020-02-03
Arizona,2/3/20,0,2020-02-03
Arkansas,2/3/20,0,2020-02-03
California,2/3/20,0,2020-02-03
Colorado,2/3/20,0,2020-02-03
Connecticut,2/3/20,0,2020-02-03
Delaware,2/3/20,0,2020-02-03
Diamond Princess,2/3/20,0,2020-02-03
District of Columbia,2/3/20,0,2020-02-03
Florida,2/3/20,0,2020-02-03
Georgia,2/3/20,0,2020-02-03
Grand Princess,2/3/20,0,2020-02-03
Guam,2/3/20,0,2020-02-03
Hawaii,2/3/20,0,2020-02-03
Idaho,2/3/20,0,2020-02-03
Illinois,2/3/20,0,2020-02-03
Indiana,2/3/20,0,2020-02-03
Iowa,2/3/20,0,2020-02-03
Kansas,2/3/20,0,2020-02-03
Kentucky,2/3/20,0,2020-02-03
Louisiana,2/3/20,0,2020-02-03
Maine,2/3/20,0,2020-02-03
Maryland,2/3/20,0,2020-02-03
Massachusetts,2/3/20,0,2020-02-03
Michigan,2/3/20,0,2020-02-03
Minnesota,2/3/20,0,2020-02-03
Mississippi,2/3/20,0,2020-02-03
Missouri,2/3/20,0,2020-02-03
Montana,2/3/20,0,2020-02-03
Nebraska,2/3/20,0,2020-02-03
Nevada,2/3/20,0,2020-02-03
New Hampshire,2/3/20,0,2020-02-03
New Jersey,2/3/20,0,2020-02-03
New Mexico,2/3/20,0,2020-02-03
